"","RNA_ID","RNA_Name","RNA.Gene.Pvalue","RNA.Gene.Corr","Protein_ID","Approved_Symbol","Protein.Gene.Pvalue","Protein.Gene.Corr"
"6940","OSBPL11","OSBPL11..114885..y",5.5418032705831e-23,0.48260173543188,"sp.Q9BXB4.OSB11_HUMAN","OSBPL11",2.06893839310611e-09,0.30509863315534
"6941","OSBPL1A","OSBPL1A..114876..y",8.06683024667214e-08,0.274498300511873,"sp.Q9BXW6.OSBL1_HUMAN","OSBPL1A",3.07943100556293e-05,0.214850209986429
"6942","OSBPL2","OSBPL2..9885..y",1.47742020745119e-32,0.564755233474557,"sp.Q9H1P3.OSBL2_HUMAN","OSBPL2",4.66703568464209e-17,0.417723887914789
"6943","OSBPL3","OSBPL3..26031..y",2.46500650775128e-16,0.40876400670663,"sp.Q9H4L5.4.OSBL3_HUMAN",NA,0.00101445360973443,0.313355674263696
"6944","OSBPL3","OSBPL3..26031..y",2.46500650775128e-16,0.40876400670663,"sp.Q9H4L5.OSBL3_HUMAN","OSBPL3",1.70631575251114e-18,0.434780180917899
"6945","OSBPL5","OSBPL5..114879..y",9.95338062882768e-05,0.200933864763315,"sp.Q9H0X9.OSBL5_HUMAN","OSBPL5",0.000369795945067631,0.19846863426295
"6946","OSBPL6","OSBPL6..114880..y",0.00545588810236191,0.144195509176588,"sp.Q9BZF3.5.OSBL6_HUMAN",NA,0.0263387853569738,0.12136074178759
"6947","OSBPL7","OSBPL7..114881..y",6.70340450492523e-06,0.231685488907653,"sp.Q9BZF2.OSBL7_HUMAN","OSBPL7",0.309184660248994,0.0960829496414524
"6948","OSBPL8","OSBPL8..114882..y",6.80258943604456e-10,0.3137219243982,"sp.Q9BZF1.OSBL8_HUMAN","OSBPL8",5.0452120529477e-07,0.25766394913463
"6949","OSBPL9","OSBPL9..114883..y",2.50307349751376e-28,0.531197019833687,"sp.Q96SU4.2.OSBL9_HUMAN",NA,1.95487817160213e-06,0.24442359028869
"6950","OSCP1","OSCP1..127700..y",9.11434446930956e-07,0.251973685393597,"sp.Q8WVF1.OSCP1_HUMAN","OSCP1",0.013477425374401,0.215407201908352
"6951","OSER1","OSER1..51526..y",5.20354249206611e-42,0.628162134821286,"sp.Q9NX31.OSER1_HUMAN","OSER1",0.109068900258048,0.271603038000051
"6952","OSGEP","OSGEP..55644..y",3.97575411368754e-25,0.503040215928458,"sp.Q9NPF4.OSGEP_HUMAN","OSGEP",0.00974604211330251,0.134218399999828
"6953","OSGEPL1","OSGEPL1..64172..y",2.67997599974e-13,0.367845686975652,"sp.Q9H4B0.OSGP2_HUMAN","OSGEPL1",8.58104594480749e-12,0.345193809326571
"6954","OSMR","OSMR..9180..y",5.46473775315781e-16,0.404380900404629,"sp.Q99650.OSMR_HUMAN","OSMR",1.01964633913029e-11,0.356037208259908
"6955","OSTC","OSTC..58505..y",2.36472173892726e-27,0.522892445403667,"sp.Q9NRP0.OSTC_HUMAN","OSTC",0.177518413390996,0.0779285208847962
"6956","OSTF1","OSTF1..26578..y",2.20548708218838e-09,0.304594540328977,"sp.Q92882.OSTF1_HUMAN","OSTF1",0.00148325130531991,0.164641513259285
"6957","OSTM1","OSTM1..28962..y",6.34996176771055e-08,0.276613442282024,"sp.Q86WC4.OSTM1_HUMAN","OSTM1",0.00372062901599881,0.150461572678468
"6958","OTC","OTC..5009..y",1.51157357284857e-05,0.222868316142252,"sp.P00480.OTC_HUMAN","OTC",0.239423101067255,0.134771633352765
"6959","OTOA","OTOA..146183..y",0.655469747257579,0.0232712122780642,"sp.Q7RTW8.OTOAN_HUMAN","OTOA",0.927221661392383,0.0157794535177192
"6960","OTUB1","OTUB1..55611..y",1.28612709024074e-47,0.659895438873555,"sp.Q96FW1.OTUB1_HUMAN","OTUB1",4.68008058158283e-09,0.298586789965286
"6961","OTUD1","OTUD1..220213..y",1.16802563248585e-12,0.358444904270101,"sp.Q5VV17.OTUD1_HUMAN","OTUD1",0.000244870236569165,0.28185166423705
"6962","OTUD3","OTUD3..23252..y",4.0743875664232e-22,0.473937456120224,"sp.Q5T2D3.OTUD3_HUMAN","OTUD3",3.37135095526803e-06,0.273133152976663
"6963","OTUD4","OTUD4..54726..y",1.10915507185673e-31,0.558112402088049,"sp.Q01804.OTUD4_HUMAN","OTUD4",7.71634937714638e-18,0.427121099484231
"6964","OTUD5","OTUD5..55593..y",3.18809641778066e-14,0.380921502823763,"sp.Q96G74.OTUD5_HUMAN","OTUD5",0.000624381469511314,0.181458548106195
"6965","OTUD6B","OTUD6B..51633..y",8.49506518903371e-29,0.535112810935866,"sp.Q8N6M0.OTU6B_HUMAN","OTUD6B",5.62432972564463e-11,0.336001999116678
"6966","OTUD7A","OTUD7A..161725..y",0.198020438143226,0.0670705292283198,"sp.Q8TE49.2.OTU7A_HUMAN",NA,0.892350912273028,-0.00799511502720649
"6967","OTUD7B","OTUD7B..56957..y",1.04002795972759e-13,0.3737322083083,"sp.Q6GQQ9.OTU7B_HUMAN","OTUD7B",1.16267978758403e-14,0.391356431047625
"6968","OTX1","OTX1..5013..y",6.20852849615796e-05,0.206644377217239,"sp.P32242.OTX1_HUMAN","OTX1",0.469649091583405,0.0548517550177118
"6969","OTX2","OTX2..5015..y",0.951006156672225,-0.00320512265893332,"sp.P32243.2.OTX2_HUMAN",NA,0.0873330977471558,0.111295993270477
"6970","OVCA2","OVCA2..124641..y",3.8625088110713e-31,0.553924756017123,"sp.Q8WZ82.OVCA2_HUMAN","OVCA2",4.53216666150125e-18,0.429844282910191
"6971","OVOL2","OVOL2..58495..y",0.106554855355578,0.0840371700550555,"sp.Q9BRP0.OVOL2_HUMAN","OVOL2",0.549422938667501,0.0569009166987091
"6972","OXA1L","OXA1L..5018..y",1.91416158383691e-38,0.605874813035674,"sp.Q15070.OXA1L_HUMAN","OXA1L",3.57431700897785e-11,0.33531472843591
"6973","OXCT1","OXCT1..5019..y",0.000120013880181158,0.198625442617354,"sp.P55809.SCOT1_HUMAN","OXCT1",6.61219410850848e-06,0.231831100109957
"6974","OXLD1","OXLD1..339229..y",9.45976696882473e-26,0.508734521956537,"sp.Q5BKU9.OXLD1_HUMAN","OXLD1",1.63600570117069e-07,0.372560957064205
"6975","OXNAD1","OXNAD1..92106..y",1.45299796462027e-39,0.613067284320202,"sp.Q96HP4.OXND1_HUMAN","OXNAD1",4.89659884550088e-11,0.333087245153544
"6976","OXR1","OXR1..55074..y",2.30804770484286e-12,0.353988619922499,"sp.Q8N573.2.OXR1_HUMAN",NA,0.552989785034261,0.0648573169233899
"6977","OXR1","OXR1..55074..y",2.30804770484286e-12,0.353988619922499,"sp.Q8N573.OXR1_HUMAN","OXR1",3.46366405283817e-05,0.213496124570551
"6978","OXSM","OXSM..54995..y",6.0536985337457e-33,0.567648110046604,"sp.Q9NWU1.OXSM_HUMAN","OXSM",9.16968089362619e-11,0.328593302061247
"6979","OXSR1","OXSR1..9943..y",2.15708699313996e-39,0.611976876349804,"sp.O95747.OXSR1_HUMAN","OXSR1",5.63150269958931e-21,0.4621422464083
"6980","P2RX4","P2RX4..5025..y",0.00031699168097632,0.186197580145432,"sp.Q99571.P2RX4_HUMAN","P2RX4",0.00289860254713118,0.16012417566842
"6981","P2RX7","P2RX7..5027..y",0.744209711304825,0.0170190400868379,"sp.Q99572.P2RX7_HUMAN","P2RX7",0.725704403982599,0.0362713497304278
"6982","P2RY2","P2RY2..5029..y",3.39076189321069e-06,0.23881821309623,"sp.P41231.P2RY2_HUMAN","P2RY2",0.176090526179402,0.205298383532894
"6983","P4HA1","P4HA1..5033..y",3.50315216476884e-05,0.213365121284422,"sp.P13674.2.P4HA1_HUMAN",NA,0.00503464568176558,0.153140155383487
"6984","P4HA1","P4HA1..5033..y",3.50315216476884e-05,0.213365121284422,"sp.P13674.P4HA1_HUMAN","P4HA1",0.00608925455164072,0.142353225942067
"6985","P4HA2","P4HA2..8974..y",1.06992824521556e-12,0.359013835030988,"sp.O15460.P4HA2_HUMAN","P4HA2",2.49104939189336e-05,0.217270676756674
"6986","P4HB","P4HB..5034..y",2.26991786285726e-17,0.421522691022219,"sp.P07237.PDIA1_HUMAN","P4HB",5.76518707546324e-15,0.391016390634733
"6987","P4HTM","P4HTM..54681..y",0.95053491118961,-0.00323599024012132,"sp.Q9NXG6.3.P4HTM_HUMAN",NA,0.591097221877525,-0.0280194490203751
"6988","PA2G4","PA2G4..5036..y",9.41012312620672e-21,0.459781978394452,"sp.Q9UQ80.PA2G4_HUMAN","PA2G4",1.76648620891261e-14,0.384446170422473
"6989","PAAF1","PAAF1..80227..y",4.56102065492037e-23,0.483434581301958,"sp.Q9BRP4.PAAF1_HUMAN","PAAF1",7.09072281785003e-05,0.205052737082957
"6990","PABPC1","PABPC1..26986..y",5.12339512528598e-35,0.582652794531358,"tr.E7ERJ7.E7ERJ7_HUMAN",NA,3.61453991450106e-07,0.260813904299954
"6991","PABPC1L","PABPC1L..80336..y",0.000711140855313938,0.175220095190608,"sp.Q4VXU2.PAP1L_HUMAN","PABPC1L",0.301024471320759,-0.0539108283286297
"6992","PABPC4","PABPC4..8761..y",4.03347299161037e-47,0.657234004668062,"sp.Q13310.3.PABP4_HUMAN",NA,1.20979015978084e-15,0.399940127438176
"6993","PABPN1","PABPN1..8106..y",4.77115845788567e-33,0.568415258455711,"sp.Q86U42.PABP2_HUMAN","PABPN1",3.41324460983301e-09,0.353616303932551
"6994","PACS1","PACS1..55690..y",2.17014023115122e-19,0.444942373046541,"sp.Q6VY07.PACS1_HUMAN","PACS1",2.78722578252296e-08,0.283757974955861
"6995","PACS2","PACS2..23241..y",8.06734870796775e-38,0.601780534580489,"sp.Q86VP3.3.PACS2_HUMAN",NA,1.44188098256584e-05,0.262981818640218
"6996","PACSIN1","PACSIN1..29993..y",0.00332145778408222,0.152275386921245,"sp.Q9BY11.PACN1_HUMAN","PACSIN1",0.0124551034066702,0.183410577803902
"6997","PACSIN2","PACSIN2..11252..y",5.46208436835199e-35,0.582456554704632,"sp.Q9UNF0.2.PACN2_HUMAN",NA,0.501490489901955,-0.135154441806067
"6998","PACSIN2","PACSIN2..11252..y",5.46208436835199e-35,0.582456554704632,"sp.Q9UNF0.PACN2_HUMAN","PACSIN2",1.43710356119812e-24,0.497851612095344
"6999","PACSIN3","PACSIN3..29763..y",2.55772644157844e-05,0.216970631217853,"sp.Q9UKS6.PACN3_HUMAN","PACSIN3",4.14160272125245e-07,0.259533119025935
"7000","PADI1","PADI1..29943..y",0.0450880931888027,-0.104242998443763,"sp.Q9ULC6.PADI1_HUMAN","PADI1",0.719706050713372,-0.0352620122584624
"7001","PADI2","PADI2..11240..y",0.398936342795105,-0.0439802325053559,"sp.Q9Y2J8.PADI2_HUMAN","PADI2",0.240357765086477,-0.0723714656059831
"7002","PADI3","PADI3..51702..y",0.087701509729192,-0.0889013933027553,"sp.Q9ULW8.PADI3_HUMAN","PADI3",0.623689349558686,-0.036405703818703
"7003","PAEP","PAEP..5047..y",0.749346519586039,-0.0166653096713558,"sp.P09466.3.PAEP_HUMAN",NA,0.657913489280671,-0.0478594261648094
"7004","PAF1","PAF1..54623..y",9.84446886999008e-57,0.704379028635214,"sp.Q8N7H5.PAF1_HUMAN","PAF1",0.00411170356023085,0.14884802031478
"7005","PAFAH1B1","PAFAH1B1..5048..y",6.03483827443478e-39,0.609117757506187,"sp.P43034.LIS1_HUMAN","PAFAH1B1",3.29543908948591e-13,0.366543927018181
"7006","PAFAH1B2","PAFAH1B2..5049..y",1.8673055645971e-44,0.64246445436631,"sp.P68402.PA1B2_HUMAN","PAFAH1B2",7.1670577813229e-14,0.384839863477219
"7007","PAFAH1B3","PAFAH1B3..5050..y",1.39035288816387e-16,0.411877322454554,"sp.Q15102.PA1B3_HUMAN","PAFAH1B3",2.03317763885538e-07,0.266154255429067
"7008","PAFAH2","PAFAH2..5051..y",1.95707842052756e-12,0.355074288870587,"sp.Q99487.PAFA2_HUMAN","PAFAH2",0.201592639736734,0.0709113100744429
"7009","PAG1","PAG1..55824..y",0.00243396825706974,0.157148065584805,"sp.Q9NWQ8.PHAG1_HUMAN","PAG1",0.00463022731653315,0.150391132080773
"7010","PAGE1","PAGE1..8712..y",0.118586302538243,0.0812794695470526,"sp.O75459.PAGE1_HUMAN","PAGE1",0.371058291507754,-0.139857941879382
"7011","PAGE2B","PAGE2B..389860..y",0.569857612752516,0.0296362822828003,"sp.Q5JRK9.GGEE3_HUMAN","PAGE2B",0.832180968196739,-0.0279392438053917
"7012","PAGE5","PAGE5..90737..y",0.816402433383023,0.0121107164491733,"sp.Q96GU1.PAGE5_HUMAN","PAGE5",0.184639767414711,-0.109646762651363
"7013","PAGR1","PAGR1..79447..y",2.4212342756683e-16,0.408861911901589,"sp.Q9BTK6.PAGR1_HUMAN","PAGR1",0.143499277612404,0.083549432389301
"7014","PAH","PAH..5053..y",0.00875104961547265,0.136117708666732,"sp.P00439.PH4H_HUMAN","PAH",0.170049715074683,0.14756823640282
"7015","PAICS","PAICS..10606..y",4.17777484297987e-23,0.483809129935181,"sp.P22234.PUR6_HUMAN","PAICS",2.50074643515725e-13,0.368280235963662
"7016","PAIP1","PAIP1..10605..y",6.634406016049e-57,0.70514280770352,"sp.Q9H074.PAIP1_HUMAN","PAIP1",9.86641220363693e-21,0.459563372632429
"7017","PAIP2","PAIP2..51247..y",2.11601349001794e-15,0.396775682504191,"sp.Q9BPZ3.PAIP2_HUMAN","PAIP2",0.0707856334995498,0.0988463518833924
"7018","PAK1","PAK1..5058..y",5.80920168803826e-11,0.331870275162038,"sp.Q13153.PAK1_HUMAN","PAK1",7.26083675035975e-07,0.254177281041772
"7019","PAK1IP1","PAK1IP1..55003..y",6.18388195325086e-31,0.552329710524149,"sp.Q9NWT1.PK1IP_HUMAN","PAK1IP1",2.55377191410395e-16,0.408570599146896
"7020","PAK2","PAK2..5062..y",2.60440580594345e-26,0.513760501663434,"sp.Q13177.PAK2_HUMAN","PAK2",0.000660299577481442,0.17625470152309
"7021","PAK3","PAK3..5063..y",0.655947460631207,0.0232367307534581,"sp.O75914.4.PAK3_HUMAN",NA,0.249549902827147,-0.0600097780830369
"7022","PAK4","PAK4..10298..y",4.18443036545367e-22,0.473820028906784,"sp.O96013.PAK4_HUMAN","PAK4",3.31309249156671e-16,0.40714359791798
"7023","PAK6","PAK6..56924..y",0.0071430919668165,0.139638241315066,"sp.Q9NQU5.PAK6_HUMAN","PAK6",0.954415824021803,0.00413069876975614
"7024","PALB2","PALB2..79728..y",1.93518176879423e-28,0.53213409471138,"sp.Q86YC2.PALB2_HUMAN","PALB2",0.0481351488478672,0.157483932817614
"7025","PALD1","PALD1..27143..y",0.000633067252835215,0.176839617685772,"sp.Q9ULE6.PALD_HUMAN","PALD1",0.023333386070464,0.142279745834372
"7026","PALLD","PALLD..23022..y",0.0164182453235137,0.124677946144987,"sp.Q8WX93.PALLD_HUMAN","PALLD",0.11135993905878,0.0829078475526319
"7027","PALM","PALM..5064..y",0.700962195233038,-0.020030121019824,"sp.O75781.PALM_HUMAN","PALM",0.530726604628064,-0.0326927424693593
"7028","PALM2","PALM2..114299..y",0.00411009043426402,0.148854385666216,"sp.Q8IXS6.2.PALM2_HUMAN",NA,0.0043926412194125,0.165964752171694
"7029","PALM3","PALM3..342979..y",0.708556999491057,0.0194967883976007,"sp.A6NDB9.PALM3_HUMAN","PALM3",0.616349036978425,0.0299089359048484
"7030","PALMD","PALMD..54873..y",3.12102820717304e-07,0.262187659536289,"sp.Q9NP74.PALMD_HUMAN","PALMD",4.33465510190942e-06,0.245186073693932
"7031","PAM","PAM..5066..y",1.71553918966498e-07,0.267708880151608,"sp.P19021.5.AMD_HUMAN",NA,6.66069314397172e-08,0.276192615321136
"7032","PAMR1","PAMR1..25891..y",0.0387585388993115,0.10749697405241,"sp.Q6UXH9.2.PAMR1_HUMAN",NA,0.83861118699951,-0.0289416180328633
"7033","PAN2","PAN2..9924..y",5.25815278861122e-13,0.363579897552148,"sp.Q504Q3.2.PAN2_HUMAN",NA,9.81524327677093e-05,0.217015909576152
"7034","PAN3","PAN3..255967..y",1.29326488870462e-57,0.708281397951579,"sp.Q58A45.PAN3_HUMAN","PAN3",2.39576415306571e-33,0.587823287714112
"7035","PANK1","PANK1..53354..y",2.73093763581636e-10,0.320595863722996,"sp.Q8TE04.PANK1_HUMAN","PANK1",0.301013047169255,-0.0591214522942169
"7036","PANK2","PANK2..80025..y",9.78896296357279e-53,0.685842035067775,"sp.Q9BZ23.PANK2_HUMAN","PANK2",3.04149663028754e-16,0.436747858303262
"7037","PANK3","PANK3..79646..y",7.78766934992517e-14,0.375507651378378,"sp.Q9H999.PANK3_HUMAN","PANK3",0.000477987474699617,0.242963039577832
"7038","PANK4","PANK4..55229..y",3.70676075386194e-43,0.6349671215554,"sp.Q9NVE7.PANK4_HUMAN","PANK4",1.65705604688452e-12,0.356165387618669
"7039","PANX1","PANX1..24145..y",2.14468806512186e-13,0.369242162928165,"sp.Q96RD7.PANX1_HUMAN","PANX1",5.4677340702689e-07,0.25689805783624
"7040","PANX2","PANX2..56666..y",0.00285705912638873,0.154653195353772,"sp.Q96RD6.PANX2_HUMAN","PANX2",0.240521745552292,0.0807632894257022
"7041","PAOX","PAOX..196743..y",3.87924874614222e-08,0.28091370319727,"sp.Q6QHF9.PAOX_HUMAN","PAOX",0.710355074497263,-0.057599193630113
"7042","PAPLN","PAPLN..89932..y",0.0182812112923526,0.122635470236709,"sp.O95428.PPN_HUMAN","PAPLN",0.0503999280050377,-0.200285276754261
"7043","PAPOLA","PAPOLA..10914..y",1.41803554344878e-42,0.631532211410099,"sp.P51003.PAPOA_HUMAN","PAPOLA",3.31531156135109e-08,0.282269207398265
"7044","PAPOLG","PAPOLG..64895..y",3.7455689665228e-19,0.442285774994813,"sp.Q9BWT3.PAPOG_HUMAN","PAPOLG",2.03770142293584e-11,0.36927163802242
"7045","PAPPA","PAPPA..5069..y",0.0162851956862933,0.12483144757399,"sp.Q13219.PAPP1_HUMAN","PAPPA",0.500885278502427,0.0664099776366314
"7046","PAPPA2","PAPPA2..60676..y",0.97352446326813,-0.00173123185281949,"sp.Q9BXP8.PAPP2_HUMAN","PAPPA2",0.00616248923642631,-0.322067058188651
"7047","PAPSS1","PAPSS1..9061..y",1.67845959196085e-17,0.423099481833838,"sp.O43252.PAPS1_HUMAN","PAPSS1",5.52833541770926e-16,0.404316719160224
"7048","PAPSS2","PAPSS2..9060..y",2.64455888182702e-05,0.216590805066356,"sp.O95340.PAPS2_HUMAN","PAPSS2",0.000965492911471227,0.170893684569337
"7049","PAQR3","PAQR3..152559..y",1.48785257512768e-12,0.356869375647527,"sp.Q6TCH7.PAQR3_HUMAN","PAQR3",0.064902634969554,0.220281988154949
"7050","PAQR4","PAQR4..124222..y",5.30457725860965e-18,0.429041516142263,"sp.Q8N4S7.PAQR4_HUMAN","PAQR4",0.202907902199704,0.193458742517935
"7051","PAQR7","PAQR7..164091..y",1.22891526222272e-05,0.225146661365859,"sp.Q86WK9.MPRA_HUMAN","PAQR7",0.0611284975511198,0.152255177554516
"7052","PARD3","PARD3..56288..y",1.06924696267454e-12,0.359017961891711,"sp.Q8TEW0.PARD3_HUMAN","PARD3",2.35345628680349e-14,0.382738829332711
"7053","PARD3","PARD3..56288..y",1.06924696267454e-12,0.359017961891711,"sp.Q8TEW0.8.PARD3_HUMAN",NA,4.51569119740755e-05,0.569103603129381
"7054","PARD3","PARD3..56288..y",1.06924696267454e-12,0.359017961891711,"sp.Q8TEW0.5.PARD3_HUMAN",NA,0.0804475741621023,0.173054821421677
"7055","PARD3B","PARD3B..117583..y",0.00150015607456746,0.164473533692393,"sp.Q8TEW8.PAR3L_HUMAN","PARD3B",0.0766301164058825,0.0997498083338896
"7056","PARD6A","PARD6A..50855..y",1.43813881217681e-06,0.247490249346213,"sp.Q9NPB6.PAR6A_HUMAN","PARD6A",0.000522356374602844,0.381504074138475
"7057","PARD6B","PARD6B..84612..y",1.41642751034255e-10,0.325434877578954,"sp.Q9BYG5.PAR6B_HUMAN","PARD6B",3.95758274733984e-05,0.217212273138876
"7058","PARD6G","PARD6G..84552..y",6.80399810807833e-12,0.346768009093424,"sp.Q9BYG4.PAR6G_HUMAN","PARD6G",0.0607004230358813,-0.100078471628924
"7059","PARG","PARG..8505..y",2.03876746143823e-35,0.585463023134007,"sp.Q86W56.PARG_HUMAN","PARG",4.62778662484649e-16,0.409909277137186
"7060","PARK7","PARK7..11315..y",1.30956280148446e-50,0.675382815273444,"sp.Q99497.PARK7_HUMAN","PARK7",2.14262062085573e-14,0.383298473777138
"7061","PARL","PARL..55486..y",1.92961358656564e-51,0.679525609661605,"sp.Q9H300.PARL_HUMAN","PARL",4.52332607508626e-21,0.463144084718849
"7062","PARN","PARN..5073..y",6.23165724782626e-28,0.527851616097237,"sp.O95453.PARN_HUMAN","PARN",1.99413568214635e-08,0.286606652534659
"7063","PARP1","PARP1..142..y",6.08344058596186e-08,0.276990537909321,"sp.P09874.PARP1_HUMAN","PARP1",2.34459001957192e-13,0.36868444018195
"7064","PARP10","PARP10..84875..y",0.000331364607999858,0.185611097794072,"sp.Q53GL7.PAR10_HUMAN","PARP10",0.00313978303996218,0.157014173469718
"7065","PARP12","PARP12..64761..y",0.0887264611556993,0.0886164650687756,"sp.Q9H0J9.PAR12_HUMAN","PARP12",0.611962513271594,0.0289691653176207
"7066","PARP14","PARP14..54625..y",8.66121717083429e-06,0.228944461194109,"sp.Q460N5.PAR14_HUMAN","PARP14",0.000554883026380184,0.1786586872471
"7067","PARP16","PARP16..54956..y",1.04035841958701e-13,0.373730252585075,"sp.Q8N5Y8.3.PAR16_HUMAN",NA,3.57987935716576e-13,0.44753663139621
"7068","PARP2","PARP2..10038..y",4.56012933465702e-44,0.640246076317391,"sp.Q9UGN5.2.PARP2_HUMAN",NA,2.84105336190565e-21,0.465259491731929
"7069","PARP4","PARP4..143..y",1.5469156984549e-17,0.423524369087908,"sp.Q9UKK3.PARP4_HUMAN","PARP4",0.0065023457113513,0.141242270183425
"7070","PARP9","PARP9..83666..y",1.22541380443015e-06,0.249073531625509,"sp.Q8IXQ6.2.PARP9_HUMAN",NA,1.44649133742942e-07,0.269260203967121
"7071","PARS2","PARS2..25973..y",2.59204417012315e-35,0.584733409623905,"sp.Q7L3T8.SYPM_HUMAN","PARS2",5.22831533201034e-13,0.363616182027165
"7072","PARVA","PARVA..55742..y",0.000283777366270055,0.187653843958073,"tr.J3KNQ4.J3KNQ4_HUMAN",NA,0.000220822190105141,0.190914568115127
"7073","PARVB","PARVB..29780..y",0.000263128994348875,0.188641601053181,"sp.Q9HBI1.PARVB_HUMAN","PARVB",0.146099947886058,0.0805535517488141
"7074","PARVG","PARVG..64098..y",0.782240268056112,0.0144174281235676,"sp.Q9HBI0.PARVG_HUMAN","PARVG",0.776034054344386,-0.024995641322198
"7075","PASD1","PASD1..139135..y",0.0663032125854214,0.0955729844565654,"sp.Q8IV76.PASD1_HUMAN","PASD1",0.119335358753759,0.313124484591933
"7076","PASK","PASK..23178..y",2.97116987342928e-08,0.283210615639018,"sp.Q96RG2.2.PASK_HUMAN",NA,0.188196661167697,0.0730659727046318
"7077","PATL1","PATL1..219988..y",9.93685872339957e-21,0.459530512192008,"sp.Q86TB9.PATL1_HUMAN","PATL1",4.99526024017141e-08,0.278716522029185
"7078","PATZ1","PATZ1..23598..y",3.08290642971653e-13,0.366964360462453,"sp.Q9HBE1.PATZ1_HUMAN","PATZ1",7.60636942885908e-05,0.209285336415684
"7079","PAWR","PAWR..5074..y",1.12933666821093e-08,0.291372473428881,"sp.Q96IZ0.PAWR_HUMAN","PAWR",9.41421604090741e-08,0.273123529218057
"7080","PAX1","PAX1..5075..y",0.889428088214538,0.00725216094067462,"sp.P15863.PAX1_HUMAN","PAX1",0.822165455853302,0.0140881662446861
"7081","PAX2","PAX2..5076..y",7.18878619857e-06,0.230941007291548,"sp.Q02962.2.PAX2_HUMAN",NA,0.118183530333547,0.137711661204074
"7082","PAX3","PAX3..5077..y",3.23556638902567e-09,0.301551354117996,"sp.P23760.8.PAX3_HUMAN",NA,0.00120277617464217,0.405065182999545
"7083","PAX5","PAX5..5079..y",0.0220856574875539,0.118973439071679,"sp.Q02548.PAX5_HUMAN","PAX5",0.0773197996116413,0.167611564667273
"7084","PAX6","PAX6..5080..y",6.92350807421663e-05,0.205339522936946,"sp.P26367.2.PAX6_HUMAN",NA,0.0252175368080113,0.16543362987963
"7085","PAX7","PAX7..5081..y",0.202805026497453,0.0663628771141949,"sp.P23759.2.PAX7_HUMAN",NA,0.0395846173725568,0.406013341434111
"7086","PAX8","PAX8..7849..y",1.40283244962278e-07,0.269537881525517,"sp.Q06710.PAX8_HUMAN","PAX8",0.00339124880728211,0.177058024996954
"7087","PAX9","PAX9..5083..y",1.59196805367342e-22,0.478049541830803,"sp.P55771.PAX9_HUMAN","PAX9",2.90574772149347e-09,0.42875757698567
"7088","PAXBP1","PAXBP1..94104..y",1.43285336378433e-21,0.468346503818083,"sp.Q9Y5B6.PAXB1_HUMAN","PAXBP1",2.55053866275999e-06,0.241733430789306
"7089","PAXIP1","PAXIP1..22976..y",1.7307601993333e-21,0.467497751250544,"sp.Q6ZW49.PAXI1_HUMAN","PAXIP1",2.08278979400312e-07,0.265932821619911
"7090","PBDC1","PBDC1..51260..y",0.00110735814815029,0.168920540427159,"sp.Q9BVG4.PBDC1_HUMAN","PBDC1",0.00145644327230131,0.164911536595189
"7091","PBK","PBK..55872..y",9.11367321120848e-22,0.470370047750802,"sp.Q96KB5.TOPK_HUMAN","PBK",7.40549198429233e-15,0.38955992965316
"7092","PBLD","PBLD..64081..y",6.2707067703183e-11,0.331324172965061,"sp.P30039.PBLD_HUMAN","PBLD",0.109089202246951,0.0901669509213176
"7093","PBRM1","PBRM1..55193..y",1.28121543212137e-24,0.498318859098694,"sp.Q86U86.PB1_HUMAN","PBRM1",0.00727858737460653,0.13931561690273
"7094","PBX1","PBX1..5087..y",1.45535736781436e-08,0.289257548948912,"sp.P40424.PBX1_HUMAN","PBX1",0.0149354676354069,0.138356207155657
"7095","PBX2","PBX2..5089..y",1.86636703686619e-18,0.434330509011927,"sp.P40425.PBX2_HUMAN","PBX2",8.22061800740962e-06,0.240942502867897
"7096","PBX3","PBX3..5090..y",0.00180338641669359,0.161722439862881,"sp.P40426.PBX3_HUMAN","PBX3",0.0496378886767769,0.108652577552127
"7097","PBXIP1","PBXIP1..57326..y",7.50562239574348e-13,0.361301637221256,"sp.Q96AQ6.PBIP1_HUMAN","PBXIP1",6.32446321508554e-06,0.232303319569691
"7098","PC","PC..5091..y",2.63961209550784e-10,0.320848694549912,"sp.P11498.PYC_HUMAN","PC",6.04419888576056e-11,0.331587123405528
"7099","PCBD1","PCBD1..5092..y",1.17137691791343e-18,0.436659517702011,"sp.P61457.PHS_HUMAN","PCBD1",4.4658389349349e-12,0.349602158120167
"7100","PCBD2","PCBD2..84105..y",5.66938220180174e-17,0.41669019801922,"sp.Q9H0N5.PHS2_HUMAN","PCBD2",2.0110251494599e-05,0.219686944706935
"7101","PCBP1","PCBP1..5093..y",6.62702656011169e-19,0.43948331845556,"sp.Q15365.PCBP1_HUMAN","PCBP1",0.000117881866024728,0.198847715099333
"7102","PCBP2","PCBP2..5094..y",3.35443587464338e-41,0.623258108329229,"tr.F8VRH0.F8VRH0_HUMAN",NA,0.406000191474503,-0.0506786096308601
"7103","PCBP2","PCBP2..5094..y",3.35443587464338e-41,0.623258108329229,"tr.F8VZX2.F8VZX2_HUMAN",NA,0.0672504383045637,0.132006515740108
