"","RNA_Name","RNA_ID","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss"
"11","AARSD1","AARSD1",1.75667891419477e-05,0.270479032913472,0.000943581250305622,-0.288482103104637,4.99167299451136e-08,0.558961136018109,"sp.Q9BTE6.3.AASD1_HUMAN",0.00782860396667283,0.262083400216762,0.225096442887678,-0.131207074240988,0.00323255992226083,0.393290474457751,"Scaling","Scaling","Scaling","Buffering"
"12","AARSD1","AARSD1",1.75667891419477e-05,0.270479032913472,0.000943581250305622,-0.288482103104637,4.99167299451136e-08,0.558961136018109,"sp.Q9BTE6.AASD1_HUMAN",0.00511088649597563,0.488108739245624,0.941651461521213,-0.0107606387936823,0.0148491902993631,0.498869378039307,"Scaling","Scaling","Scaling","Buffering"
"13","AASDHPPT","AASDHPPT",0.000339859861314128,0.305919474898065,1.29483599746247e-07,-0.439133210929154,1.70830379257633e-11,0.745052685827219,"sp.Q9NRN7.ADPPT_HUMAN",0.0352427422355599,0.232790232861051,1.46871983371049e-05,-0.395709173850549,1.87763958922782e-06,0.6284994067116,"Scaling","Scaling","Buffering","Scaling"
"14","AASS","AASS",0.0220637386233271,0.39575668215192,0.522220902908392,0.13765438354396,0.271138639009022,0.25810229860796,"sp.Q9UDR5.AASS_HUMAN",0.197058811349356,0.180550750968822,0.420121981545906,0.131944709704815,0.782892560551069,0.0486060412640065,"Scaling","Anti-Scaling","Buffering","Anti-Scaling"
"15","AATF","AATF",0.00338326283943469,0.305097564275153,0.000284068064420348,-0.329707909324469,9.83999068182218e-07,0.634805473599622,"sp.Q9NY61.AATF_HUMAN",0.938227991671817,0.00702260268574987,0.253104149861302,-0.114712173649719,0.329193078791939,0.121734776335469,"Scaling","Scaling","Buffering","Buffering"
"16","ABAT","ABAT",0.0476050457206451,0.707752802679932,0.0337041768139365,-0.289270445557452,0.00723153797359861,0.997023248237384,"sp.P80404.GABT_HUMAN",0.44935361520985,0.241799249486083,0.103577209229143,-0.262867362217034,0.131388183972636,0.504666611703116,"Scaling","Scaling","Buffering","Scaling"
"17","ABCA1","ABCA1",0.00620468201394278,0.692408573446389,0.010607813798512,-0.381301537165692,6.98267285331372e-05,1.07371011061208,"sp.O95477.ABCA1_HUMAN",0.551624926206123,0.138261588681879,0.211634541185857,-0.188727252494379,0.189877649352217,0.326988841176258,"Scaling","Scaling","Buffering","Buffering"
"18","ABCA10","ABCA10",0.460645379430943,0.0702858625821005,0.570816252939404,-0.0525093506962174,0.307890886483791,0.122795213278318,"sp.Q8WWZ4.ABCAA_HUMAN",0.414025917969515,-0.106450121212546,0.607330175152798,0.0739543827619408,0.283405609762404,-0.180404503974487,"Buffering","Buffering","Anti-Scaling","Buffering"
"19","ABCA12","ABCA12",0.744050517757637,-0.0560307893880758,0.330820027608684,0.156885079135412,0.330937078626726,-0.212915868523488,"sp.Q86UK0.ABCAC_HUMAN",0.920455543673583,-0.0303455719098076,0.257669133351548,0.378786028009218,0.334728689449938,-0.409131599919026,"Buffering","Anti-Scaling","Buffering","Anti-Scaling"
"20","ABCA13","ABCA13",0.00791527549479542,0.282293027879967,0.143182249588525,-0.133260081151339,0.000599394816794482,0.415553109031306,"sp.Q86UQ4.ABCAD_HUMAN",0.226922061766633,-0.244480499982312,0.37923740356664,0.198079272418539,0.066256611840826,-0.442559772400851,"Scaling","Buffering","Anti-Scaling","Anti-Scaling"
"21","ABCA2","ABCA2",0.713783624285726,-0.0649099541948379,6.3883277912518e-05,-0.547435336958904,0.012129253943394,0.482525382764067,"sp.Q9BZC7.3.ABCA2_HUMAN",0.467348231872198,-0.0975415056101057,0.14485830035391,-0.160156485453176,0.664617252718452,0.0626149798430706,"Buffering","Scaling","Buffering","Buffering"
"22","ABCA3","ABCA3",0.260387749274206,0.376526406502141,0.00171680184434864,-0.558801928349997,0.00807444193944591,0.935328334852138,"sp.Q99758.ABCA3_HUMAN",0.865216773623195,0.0380153440043171,0.0122413610200027,-0.297060174906416,0.138776876160897,0.335075518910733,"Scaling","Scaling","Buffering","Scaling"
"23","ABCB1","ABCB1",0.723926438223048,0.0714841003657758,0.728112414471265,-0.0904069188344192,0.561598862741479,0.161891019200195,"sp.P08183.MDR1_HUMAN",0.510501787388097,-0.133279373165984,0.75480094690835,-0.0953655454847999,0.903840399630438,-0.0379138276811841,"Buffering","Buffering","Anti-Scaling","Buffering"
"24","ABCB10","ABCB10",1.23748277280854e-05,0.378208752811958,0.000756358843423843,-0.380279443951029,1.87422764254655e-08,0.758488196762987,"sp.Q9NRK6.ABCBA_HUMAN",0.000175830803338422,0.305284842020148,0.22325160199211,-0.108119256374438,0.000116730485076225,0.413404098394586,"Scaling","Scaling","Scaling","Buffering"
"25","ABCB4","ABCB4",0.0146238130854109,0.285551846253597,0.0219749061502409,-0.224751691989019,5.14589031993918e-05,0.510303538242616,"sp.P21439.MDR3_HUMAN",0.127934931859455,-0.404173331825225,0.15941282886246,-0.253945339589402,0.554312787167764,-0.150227992235823,"Scaling","Buffering","Anti-Scaling","Scaling"
"26","ABCB5","ABCB5",0.780952913279499,0.0360308421302389,0.644919844986784,0.0991457240697104,0.772588161505573,-0.0631148819394715,"sp.Q2M3G0.4.ABCB5_HUMAN",0.750271248718306,0.068681673207818,0.510322038358226,-0.194355548638914,0.436377238047366,0.263037221846732,"Buffering","Buffering","Buffering","Buffering"
"27","ABCB6","ABCB6",0.2421776012421,0.27610270157277,0.622586765496219,0.0898437603413234,0.493725593526311,0.186258941231446,"sp.Q9NP58.ABCB6_HUMAN",0.273450173097969,0.215583783747114,0.737318921111982,-0.0436435348797452,0.230564917922573,0.25922731862686,"Scaling","Buffering","Buffering","Buffering"
"28","ABCB8","ABCB8",1.76412488114334e-10,0.470006420675809,0.00241567770405286,-0.279011903069466,6.29031399441059e-12,0.749018323745275,"sp.Q9NUT2.ABCB8_HUMAN",1.376386546273e-05,0.34755983040505,0.31074579142273,-0.099247932051318,5.26735282860031e-05,0.446807762456368,"Scaling","Scaling","Scaling","Buffering"
"29","ABCC1","ABCC1",0.087707721262766,0.312541880810538,0.00163755931743544,-0.327186790160492,0.00165344964812293,0.63972867097103,"sp.P33527.MRP1_HUMAN",0.201835071233083,0.195052680338292,0.0283381638724785,-0.200555172933012,0.0161002433948315,0.395607853271304,"Scaling","Scaling","Buffering","Buffering"
